DATE,HARVESTCO,AGE,SEX,TESTSTATUS,SOURCE,COLLECTIONMETHOD,GROUP,TRS
11142022,CRAWFORD,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
03262023,MORGAN,2,F,NOT DETECTED,ROADKILL23,ROADKILL,ROADKILL,315N11W14
11222022,BUREAU,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11222022,GRUNDY,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11222022,WILLIAMSON,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11222022,CASS,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11222022,CASS,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11222022,CASS,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11222022,GRUNDY,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11232022,WILLIAMSON,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11232022,RICHLAND,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11232022,PUTNAM,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11232022,WILL,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11232022,SHELBY,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11232022,STARK,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11232022,LASALLE,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11232022,EDGAR,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11232022,SHELBY,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11232022,RICHLAND,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11242022,SCHUYLER,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11242022,WINNEBAGO,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11242022,JASPER,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11242022,CASS,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11242022,CASS,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11262022,WILL,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11262022,MARION,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11262022,MARION,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11262022,HARDIN,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11262022,WILL,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11262022,WILL,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11262022,KENDALL,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11262022,WILL,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11292022,GRUNDY,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11292022,LASALLE,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11292022,KANKAKEE,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
12022022,KENDALL,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
12032022,LASALLE,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
12052022,GRUNDY,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
12052022,SCHUYLER,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
12062022,WHITESIDE,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
12062022,WILL,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
12072022,GRUNDY,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
12082022,MARION,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
12122022,LIVINGSTON,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
12122022,WILL,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
12242022,LASALLE,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
12262022,WILL,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
12262022,WILL,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
12302022,JODAVIESS,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,428N 2E20
01042023,JODAVIESS,1,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,427N 2E 7
01042023,JODAVIESS,5,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,427N 2E 7
10012022,KNOX,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10012022,KNOX,1,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10012022,KNOX,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10012022,KNOX,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10012022,KNOX,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10032022,KNOX,1,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10042022,KNOX,1,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10042022,KNOX,1,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10042022,KNOX,1,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10102022,HENRY,1,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10102022,KNOX,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10102022,KNOX,1,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10102022,KNOX,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10102022,KNOX,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10102022,KNOX,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10152022,KNOX,1,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10152022,KNOX,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10202022,KNOX,1,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10222022,KNOX,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10222022,KNOX,1,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10282022,KNOX,1,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10222022,KNOX,1,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10282022,KNOX,1,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10292022,HENRY,1,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10292022,KNOX,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10292022,KNOX,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
01052023,JODAVIESS,2,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,426N 4E17
01052023,WINNEBAGO,4,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,428N11E 4
01052023,JODAVIESS,2,F,POSITIVE,DROPOFF23,DROPOFF,HUNTING,426N 4E21
01052023,CARROLL,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,425N 6E 7
01120223,JODAVIESS,3,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,428N 3E16
01132023,CARROLL,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,425N 6E 7
01182023,CARROLL,F,F,NOT DETECTED,ROADKILL23,ROADKILL,ROADKILL,424N 4E26
12302022,JODAVIESS,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,428N 3E20
12302022,JODAVIESS,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,428N 1W12
01022023,JODAVIESS,1,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,428N 1W 7
01022023,JODAVIESS,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,428N 1W 7
01152023,WILL,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,
01152023,LEE,4,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,34N 2E21
01052023,DEKALB,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,338N 3E26
12172022,DEKALB,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,338N 3E26
01112023,LASALLE,5,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,
12302022,DEKALB,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,338N 3E26
01152023,LEE,3,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,34N 2E21
01142023,KANKAKEE,3,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,
01142023,GRUNDY,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,333N 8E17
01152023,WILL,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,
01142023,LASALLE,3,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,
01032023,LIVINGSTON,1,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,329N 5E 6
01032023,LIVINGSTON,1,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,328N 5E26
01032023,LIVINGSTON,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,329N 3E 3
01022023,LASALLE,4,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,334N 1E34
12192022,WILL,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
12192022,WILL,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,37N11E17
12192022,JODAVIESS,1,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,426N 3E 8
12202022,KANE,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
12202022,POPE,1,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
12202022,KANE,2,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,341N 7E35
01242023,JODAVIESS,2,F,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,428N 2E33
01242023,JODAVIESS,2,F,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,428N 2E33
01242023,JODAVIESS,2,F,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,428N 2E28
02012023,JODAVIESS,1,F,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,428N 2E31
01312023,JODAVIESS,F,M,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,428N 2E29
01182023,JODAVIESS,2,F,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,428N 2E32
01182023,JODAVIESS,F,M,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,428N 2E32
01182023,JODAVIESS,2,F,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,428N 1E13
01182023,JODAVIESS,1,F,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,428N 1E13
01182023,JODAVIESS,F,F,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,428N 1E13
01192023,JODAVIESS,2,F,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,428N 2E20
01192023,JODAVIESS,F,M,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,428N 2E20
01242023,JODAVIESS,2,F,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,428N 2E29
01242023,JODAVIESS,F,M,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,428N 2E29
01242023,JODAVIESS,1,F,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,428N 2E29
01312023,JODAVIESS,4,F,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,428N 2E29
02012023,JODAVIESS,3,F,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,428N 2E31
01312023,JODAVIESS,F,F,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,428N 2E28
01242023,JODAVIESS,F,M,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,428N 2E29
11052022,CARROLL,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11052022,JODAVIESS,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,428N 3E 7
11052022,JODAVIESS,1,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,427N 2E 8
11052022,JODAVIESS,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,427N 1E 9
11052022,JODAVIESS,3,M,POSITIVE,MEATLOCKER23,MEATLOCKER,HUNTING,428N 4E34
11052022,JODAVIESS,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,428N 3E 7
11072022,JODAVIESS,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11092022,DUPAGE,A,M,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,339N 9E26
11092022,DUPAGE,A,F,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,339N 9E26
11092022,DUPAGE,A,M,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,339N 9E26
11092022,DUPAGE,A,M,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,339N 9E26
11092022,DUPAGE,A,M,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,339N 9E 1
11092022,DUPAGE,A,F,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,339N 9E 1
11092022,DUPAGE,A,M,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,339N 9E 1
11152022,DUPAGE,F,M,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,339N 9E26
11152022,DUPAGE,A,M,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,339N 9E26
11082022,DUPAGE,1,F,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,338N10E34
11082022,DUPAGE,1,F,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,338N10E34
11212022,DUPAGE,A,M,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,338N10E34
11212022,DUPAGE,A,M,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,338N10E34
11212022,DUPAGE,1,M,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,338N10E34
11212022,DUPAGE,1,F,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,338N10E34
11222022,DUPAGE,A,M,NOT DETECTED,DPCP23,OTHERSHARPSHOOT,SHARPSHOOTING,340N 9E11
11292022,CHAMPAIGN,1,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11292022,SALINE,1,F,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10312022,LEE,1,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,421N10E 2
11082022,WINNEBAGO,A,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,343N 2E25
10302022,JODAVIESS,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,428N 3E13
11012022,STEPHENSON,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,28N 5E17
11062022,JODAVIESS,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,427N 4E13
11062022,JODAVIESS,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,428N 4E 9
10312022,JODAVIESS,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,428N 4E23
11132022,JODAVIESS,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,427N 2E 3
11182022,JODAVIESS,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,427N 2E11
11182022,JODAVIESS,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,427N 4E21
11182022,JODAVIESS,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,428N 4E 9
11192022,JODAVIESS,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,429N 3E30
10102022,DEWITT,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10102022,DEWITT,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10172022,DEWITT,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10212022,MCLEAN,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10222022,MCLEAN,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10302022,MCLEAN,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
10312022,FULTON,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11012022,MCLEAN,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11022022,WOODFORD,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,
11052022,LIVINGSTON,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,325N 6E 4
10082022,JODAVIESS,3,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,426N 1E24
10082022,JODAVIESS,1,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,426N 2E19
10082022,JODAVIESS,3,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,426N 1E13
10092022,JODAVIESS,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,426N 1E14
11122022,JODAVIESS,1,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,426N 1E11
11122022,JODAVIESS,2,F,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,426N 1E11
11122022,JODAVIESS,1,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,426N 1E14
11122022,JODAVIESS,1,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,426N 1E 3
11122022,JODAVIESS,2,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,426N 1E10
11132022,JODAVIESS,1,M,NOT DETECTED,DROPOFF23,DROPOFF,HUNTING,426N 1E11
11092022,JODAVIESS,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,427N 2E24
11092022,KANE,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,342N 8E35
11102022,BUREAU,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,416N 9E18
11102022,JODAVIESS,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,427N 4E11
11112022,LEE,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,420N10E23
11112022,LASALLE,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,33N 4E8
11112022,SCOTT,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,13N10W7
11132022,STARK,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,15N 5E29
11132022,CARROLL,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,423N 3E24
11142022,KENDALL,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,337N 7E29
11142022,STARK,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,414N 7E26
11142022,CARROLL,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,424N 3E 3
11142022,JODAVIESS,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,427N 2E24
11152022,LASALLE,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,333N 4E18
11152022,LASALLE,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,333N 4E18
11152022,FULTON,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,47N 4E27
11152022,BUREAU,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,416N 9E18
11152022,MCHENRY,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,43N 9E35
11152022,KANKAKEE,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,26N12W 5
11152022,GRUNDY,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,33N 5E24
11162022,MARSHALL,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,10N13W 7
11162022,CLARK,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,212N14W30
11162022,JOHNSON,1,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,11S 5E15
11182022,MCHENRY,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,344N 7E 5
11202022,SHELBY,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,10N 7E18
11212022,CARROLL,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,425N 3E21
11212022,CUMBERLAND,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,310N 7E18
11212022,JODAVIESS,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,427N 2E24
11212022,STARK,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,414N 7E26
11212022,JASPER,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING, 8N 6E27
11212022,MARION,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,3 4N 4E 6
11212022,MARION,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING, 5N 4E29
11212022,EDGAR,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,215N12W13
11212022,KANE,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,338N 6E21
11212022,SCHUYLER,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,4 2N 1W31
11212022,COOK,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,337N11E22
11222022,PEORIA,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,410N 6E19
11222022,KANE,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,339N 7E 5
11222022,KANE,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,339N 7E 5
11222022,SCHUYLER,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,4 2N 2W36
11222022,DEWITT,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,320N 2E28
11222022,OGLE,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,423N10E17
11222022,KNOX,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,23N 3E10
11222022,BUREAU,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,416N 9E18
11262022,JODAVIESS,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,427N 2E24
11262022,BUREAU,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,416N 9E18
11262022,SCHUYLER,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,4 2N 1W29
11262022,KANE,2,M,POSITIVE,ROADKILL23,MEATLOCKER,ROADKILL,341N 8E36
11262022,CARROLL,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,425N 3E20
11262022,COLES,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,312N 8E19
11262022,OGLE,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,423N10E 3
11262022,KANE,1,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,40N 9E 3
11262022,FULTON,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,4 7N 4E35
11142022,JODAVIESS,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,427N 1E 3
11172022,JODAVIESS,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,428N 3E 7
11192022,JODAVIESS,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,427N 1E27
11192022,JODAVIESS,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,427N 1E22
11192022,JODAVIESS,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,428N 1E33
11192022,JODAVIESS,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,428N 1W10
11202022,JODAVIESS,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,428N 2E11
11202022,JODAVIESS,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,429N 2E36
11202022,JODAVIESS,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,429N 2E36
11202022,JODAVIESS,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,429N 2E21
11212022,JODAVIESS,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,427N 1E10
11212022,JODAVIESS,2,M,POSITIVE,MEATLOCKER23,MEATLOCKER,HUNTING,427N 2E 2
11212022,JODAVIESS,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,428N 1E11
11212022,JODAVIESS,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,428N 1E13
11212022,JODAVIESS,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,427N 1E 4
11212022,JODAVIESS,5,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,428N 1W26
11212022,JODAVIESS,2,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,428N 3E29
11222022,JODAVIESS,3,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,429N 3E27
11252022,JODAVIESS,1,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,428N 3E20
11252022,JODAVIESS,4,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,428N 3E20
11272022,JODAVIESS,1,M,NOT DETECTED,MEATLOCKER23,MEATLOCKER,HUNTING,429N 1E27
